ISO3v10,Continent,Country,GeoRegion,GeoSubregion,ElevationZone,Income Group,Lending Category,UrbanRuralDesignation,Population1990,Population2000,Population2010,Population2100,LandArea,PercentofCountryPopulation1990,PercentofCountryPopulation2000,PercentofCountryPopulation2010,PercentofCountryPopulation2100,PercentofCountryLandArea
ISR,Asia,Israel,Asia,Western Asia,Elevations Less Than or Equal To 5m,High income: OECD,Not Defined,Urban,62706,75856,94476,128022,67,1,1,1,1,0
ISR,Asia,Israel,Asia,Western Asia,Elevations Less Than or Equal To 7m,High income: OECD,Not Defined,Rural,24929,31371,38463,53630,35,1,1,1,0,0
ISR,Asia,Israel,Asia,Western Asia,Elevations Less Than or Equal To 7m,High income: OECD,Not Defined,Urban,106612,129851,161724,219775,115,2,2,2,2,1
ISR,Asia,Israel,Asia,Western Asia,Elevations Less Than or Equal To 9m,High income: OECD,Not Defined,Rural,30082,37938,46514,64786,43,1,1,1,0,0
ISR,Asia,Israel,Asia,Western Asia,Elevations Less Than or Equal To 9m,High income: OECD,Not Defined,Urban,155212,190016,236656,321043,170,3,3,3,2,1
ISR,Asia,Israel,Asia,Western Asia,Total National Population,High income: OECD,Not Defined,Rural,734005,793589,972980,1760456,15622,16,13,13,13,71
ISR,Asia,Israel,Asia,Western Asia,Total National Population,High income: OECD,Not Defined,Urban,3779694,5290595,6589214,11621737,6399,84,87,87,87,29
ITA,Europe,Italy,Europe,Southern Europe,Elevations > 20m or Non-Contiguous,High income: OECD,Not Defined,Rural,12400654,12634680,13217359,6319873,207698,22,22,22,19,70
ITA,Europe,Italy,Europe,Southern Europe,Elevations > 20m or Non-Contiguous,High income: OECD,Not Defined,Urban,36255744,36900116,38953962,22182614,63455,64,64,64,67,21
ITA,Europe,Italy,Europe,Southern Europe,Elevations Less Than or Equal To 10m ,High income: OECD,Not Defined,Rural,1229101,1234981,1291935,708699,10752,2,2,2,2,4
ITA,Europe,Italy,Europe,Southern Europe,Elevations Less Than or Equal To 10m ,High income: OECD,Not Defined,Urban,3772644,3801027,4012590,2178704,6029,7,7,7,7,2
ITA,Europe,Italy,Europe,Southern Europe,Elevations Less Than or Equal To 12m ,High income: OECD,Not Defined,Rural,1348954,1358133,1420766,774670,11683,2,2,2,2,4
ITA,Europe,Italy,Europe,Southern Europe,Elevations Less Than or Equal To 12m ,High income: OECD,Not Defined,Urban,4348681,4384023,4628036,2519310,6943,8,8,8,8,2
ITA,Europe,Italy,Europe,Southern Europe,Elevations Less Than or Equal To 1m,High income: OECD,Not Defined,Rural,528652,522627,546729,314331,4822,1,1,1,1,2
ITA,Europe,Italy,Europe,Southern Europe,Elevations Less Than or Equal To 1m,High income: OECD,Not Defined,Urban,909455,907721,958244,509662,1548,2,2,2,2,1
ITA,Europe,Italy,Europe,Southern Europe,Elevations Less Than or Equal To 20m ,High income: OECD,Not Defined,Rural,1833093,1872690,1959054,1046140,15538,3,3,3,3,5
ITA,Europe,Italy,Europe,Southern Europe,Elevations Less Than or Equal To 20m ,High income: OECD,Not Defined,Urban,6229685,6307262,6658321,3595100,10086,11,11,11,11,3
ITA,Europe,Italy,Europe,Southern Europe,Elevations Less Than or Equal To 3m,High income: OECD,Not Defined,Rural,714052,710664,743438,422258,6330,1,1,1,1,2
ITA,Europe,Italy,Europe,Southern Europe,Elevations Less Than or Equal To 3m,High income: OECD,Not Defined,Urban,1739032,1741993,1838951,994361,2808,3,3,3,3,1
ITA,Europe,Italy,Europe,Southern Europe,Elevations Less Than or Equal To 5m,High income: OECD,Not Defined,Rural,872139,871202,911380,514244,7666,2,2,1,2,3
ITA,Europe,Italy,Europe,Southern Europe,Elevations Less Than or Equal To 5m,High income: OECD,Not Defined,Urban,2387345,2397634,2531086,1367074,3839,4,4,4,4,1
ITA,Europe,Italy,Europe,Southern Europe,Elevations Less Than or Equal To 7m,High income: OECD,Not Defined,Rural,1025137,1026767,1074119,596703,9061,2,2,2,2,3
ITA,Europe,Italy,Europe,Southern Europe,Elevations Less Than or Equal To 7m,High income: OECD,Not Defined,Urban,2964775,2982087,3148069,1705003,4765,5,5,5,5,2
ITA,Europe,Italy,Europe,Southern Europe,Elevations Less Than or Equal To 9m,High income: OECD,Not Defined,Rural,1166792,1171531,1225559,674402,10269,2,2,2,2,3
ITA,Europe,Italy,Europe,Southern Europe,Elevations Less Than or Equal To 9m,High income: OECD,Not Defined,Urban,3516187,3541526,3738646,2028504,5629,6,6,6,6,2
ITA,Europe,Italy,Europe,Southern Europe,Total National Population,High income: OECD,Not Defined,Rural,14233747,14507370,15176412,7366013,223236,25,25,25,22,75
ITA,Europe,Italy,Europe,Southern Europe,Total National Population,High income: OECD,Not Defined,Urban,42485428,43207376,45612282,25777714,73541,75,75,75,78,25
JAM,North America,Jamaica,Americas,Caribbean,Elevations > 20m or Non-Contiguous,Upper middle income,IBRD,Rural,909929,999342,1062930,1534200,7408,38,39,39,43,67
JAM,North America,Jamaica,Americas,Caribbean,Elevations > 20m or Non-Contiguous,Upper middle income,IBRD,Urban,1131598,1226761,1306668,1611506,2445,48,47,47,46,22
JAM,North America,Jamaica,Americas,Caribbean,Elevations Less Than or Equal To 10m ,Upper middle income,IBRD,Rural,53305,57822,61501,71587,426,2,2,2,2,4
JAM,North America,Jamaica,Americas,Caribbean,Elevations Less Than or Equal To 10m ,Upper middle income,IBRD,Urban,136908,149411,159144,163773,301,6,6,6,5,3
JAM,North America,Jamaica,Americas,Caribbean,Elevations Less Than or Equal To 12m ,Upper middle income,IBRD,Rural,59197,64520,68626,79072,477,2,2,2,2,4
JAM,North America,Jamaica,Americas,Caribbean,Elevations Less Than or Equal To 12m ,Upper middle income,IBRD,Urban,162918,178067,189666,193709,358,7,7,7,5,3
JAM,North America,Jamaica,Americas,Caribbean,Elevations Less Than or Equal To 1m,Upper middle income,IBRD,Rural,13551,13978,14868,19930,122,1,1,1,1,1
JAM,North America,Jamaica,Americas,Caribbean,Elevations Less Than or Equal To 1m,Upper middle income,IBRD,Urban,4853,5262,5605,5558,9,0,0,0,0,0
JAM,North America,Jamaica,Americas,Caribbean,Elevations Less Than or Equal To 20m ,Upper middle income,IBRD,Rural,72547,78814,83829,95727,608,3,3,3,3,6
JAM,North America,Jamaica,Americas,Caribbean,Elevations Less Than or Equal To 20m ,Upper middle income,IBRD,Urban,254825,279632,297847,296590,555,11,11,11,8,5
JAM,North America,Jamaica,Americas,Caribbean,Elevations Less Than or Equal To 3m,Upper middle income,IBRD,Rural,21491,22535,23969,30835,188,1,1,1,1,2
JAM,North America,Jamaica,Americas,Caribbean,Elevations Less Than or Equal To 3m,Upper middle income,IBRD,Urban,15908,17602,18749,19887,32,1,1,1,1,0
JAM,North America,Jamaica,Americas,Caribbean,Elevations Less Than or Equal To 5m,Upper middle income,IBRD,Rural,32570,34770,36982,45032,265,1,1,1,1,2
JAM,North America,Jamaica,Americas,Caribbean,Elevations Less Than or Equal To 5m,Upper middle income,IBRD,Urban,54316,59028,62873,65416,131,2,2,2,2,1
JAM,North America,Jamaica,Americas,Caribbean,Elevations Less Than or Equal To 7m,Upper middle income,IBRD,Rural,42448,45562,48461,57640,336,2,2,2,2,3
JAM,North America,Jamaica,Americas,Caribbean,Elevations Less Than or Equal To 7m,Upper middle income,IBRD,Urban,92481,100630,107185,111731,207,4,4,4,3,2
JAM,North America,Jamaica,Americas,Caribbean,Elevations Less Than or Equal To 9m,Upper middle income,IBRD,Rural,49850,53823,57248,67126,397,2,2,2,2,4
JAM,North America,Jamaica,Americas,Caribbean,Elevations Less Than or Equal To 9m,Upper middle income,IBRD,Urban,122425,133491,142186,146898,269,5,5,5,4,2
JAM,North America,Jamaica,Americas,Caribbean,Total National Population,Upper middle income,IBRD,Rural,982476,1078156,1146758,1629927,8015,41,42,42,46,73
JAM,North America,Jamaica,Americas,Caribbean,Total National Population,Upper middle income,IBRD,Urban,1386422,1506393,1604515,1908096,3001,59,58,58,54,27
JEY,Europe,Jersey,Europe,Northern Europe,Elevations > 20m or Non-Contiguous,Not Defined,Not Defined,Rural,4667,4124,4161,3960,10,6,5,5,5,8
JEY,Europe,Jersey,Europe,Northern Europe,Elevations > 20m or Non-Contiguous,Not Defined,Not Defined,Urban,63830,66867,67857,64202,92,76,77,77,77,74
JEY,Europe,Jersey,Europe,Northern Europe,Elevations Less Than or Equal To 10m ,Not Defined,Not Defined,Rural,4767,4906,4950,4710,7,6,6,6,6,6
JEY,Europe,Jersey,Europe,Northern Europe,Elevations Less Than or Equal To 10m ,Not Defined,Not Defined,Urban,4850,5081,5156,4879,7,6,6,6,6,6
JEY,Europe,Jersey,Europe,Northern Europe,Elevations Less Than or Equal To 12m ,Not Defined,Not Defined,Rural,5417,5576,5626,5353,8,6,6,6,6,7
JEY,Europe,Jersey,Europe,Northern Europe,Elevations Less Than or Equal To 12m ,Not Defined,Not Defined,Urban,5994,6279,6372,6029,9,7,7,7,7,7
JEY,Europe,Jersey,Europe,Northern Europe,Elevations Less Than or Equal To 1m,Not Defined,Not Defined,Rural,1481,1531,1545,1470,2,2,2,2,2,2
JEY,Europe,Jersey,Europe,Northern Europe,Elevations Less Than or Equal To 1m,Not Defined,Not Defined,Urban,338,354,360,340,0,0,0,0,0,0
JEY,Europe,Jersey,Europe,Northern Europe,Elevations Less Than or Equal To 20m ,Not Defined,Not Defined,Rural,6517,6700,6760,6433,10,8,8,8,8,8
JEY,Europe,Jersey,Europe,Northern Europe,Elevations Less Than or Equal To 20m ,Not Defined,Not Defined,Urban,8763,9180,9316,8815,13,10,11,11,11,10
JEY,Europe,Jersey,Europe,Northern Europe,Elevations Less Than or Equal To 3m,Not Defined,Not Defined,Rural,1903,1968,1985,1889,3,2,2,2,2,2
JEY,Europe,Jersey,Europe,Northern Europe,Elevations Less Than or Equal To 3m,Not Defined,Not Defined,Urban,494,517,525,497,1,1,1,1,1,1
JEY,Europe,Jersey,Europe,Northern Europe,Elevations Less Than or Equal To 5m,Not Defined,Not Defined,Rural,2351,2425,2447,2329,4,3,3,3,3,3
JEY,Europe,Jersey,Europe,Northern Europe,Elevations Less Than or Equal To 5m,Not Defined,Not Defined,Urban,910,953,967,915,1,1,1,1,1,1
JEY,Europe,Jersey,Europe,Northern Europe,Elevations Less Than or Equal To 7m,Not Defined,Not Defined,Rural,3200,3300,3329,3168,5,4,4,4,4,4
JEY,Europe,Jersey,Europe,Northern Europe,Elevations Less Than or Equal To 7m,Not Defined,Not Defined,Urban,2065,2163,2195,2077,3,2,2,2,2,2
JEY,Europe,Jersey,Europe,Northern Europe,Elevations Less Than or Equal To 9m,Not Defined,Not Defined,Rural,4422,4554,4595,4373,7,5,5,5,5,5
JEY,Europe,Jersey,Europe,Northern Europe,Elevations Less Than or Equal To 9m,Not Defined,Not Defined,Urban,4142,4340,4404,4167,6,5,5,5,5,5
JEY,Europe,Jersey,Europe,Northern Europe,Total National Population,Not Defined,Not Defined,Rural,11184,10824,10921,10392,20,13,12,12,12,16
JEY,Europe,Jersey,Europe,Northern Europe,Total National Population,Not Defined,Not Defined,Urban,72593,76047,77173,73017,105,87,88,88,88,84
JOR,Asia,Jordan,Asia,Western Asia,Elevations > 20m or Non-Contiguous,Upper middle income,IBRD,Rural,1339313,1954626,2437155,4968889,86226,41,39,39,38,96
JOR,Asia,Jordan,Asia,Western Asia,Elevations > 20m or Non-Contiguous,Upper middle income,IBRD,Urban,1912667,3013242,3887917,7985298,3372,59,61,61,62,4
JOR,Asia,Jordan,Asia,Western Asia,Elevations Less Than or Equal To 10m ,Upper middle income,IBRD,Rural,227,447,557,552,2,0,0,0,0,0
JOR,Asia,Jordan,Asia,Western Asia,Elevations Less Than or Equal To 10m ,Upper middle income,IBRD,Urban,461,905,1168,1019,3,0,0,0,0,0
JOR,Asia,Jordan,Asia,Western Asia,Elevations Less Than or Equal To 12m ,Upper middle income,IBRD,Rural,285,559,697,696,2,0,0,0,0,0
JOR,Asia,Jordan,Asia,Western Asia,Elevations Less Than or Equal To 12m ,Upper middle income,IBRD,Urban,729,1432,1847,1616,5,0,0,0,0,0
JOR,Asia,Jordan,Asia,Western Asia,Elevations Less Than or Equal To 1m,Upper middle income,IBRD,Rural,33,64,80,88,0,0,0,0,0,0
JOR,Asia,Jordan,Asia,Western Asia,Elevations Less Than or Equal To 1m,Upper middle income,IBRD,Urban,12,24,31,25,0,0,0,0,0,0
JOR,Asia,Jordan,Asia,Western Asia,Elevations Less Than or Equal To 20m ,Upper middle income,IBRD,Rural,395,777,968,981,3,0,0,0,0,0
JOR,Asia,Jordan,Asia,Western Asia,Elevations Less Than or Equal To 20m ,Upper middle income,IBRD,Urban,1628,3200,4128,3675,12,0,0,0,0,0
JOR,Asia,Jordan,Asia,Western Asia,Elevations Less Than or Equal To 3m,Upper middle income,IBRD,Rural,36,70,88,94,0,0,0,0,0,0
JOR,Asia,Jordan,Asia,Western Asia,Elevations Less Than or Equal To 3m,Upper middle income,IBRD,Urban,13,26,34,28,0,0,0,0,0,0
JOR,Asia,Jordan,Asia,Western Asia,Elevations Less Than or Equal To 5m,Upper middle income,IBRD,Rural,52,103,128,137,0,0,0,0,0,0
JOR,Asia,Jordan,Asia,Western Asia,Elevations Less Than or Equal To 5m,Upper middle income,IBRD,Urban,23,44,57,55,0,0,0,0,0,0
JOR,Asia,Jordan,Asia,Western Asia,Elevations Less Than or Equal To 7m,Upper middle income,IBRD,Rural,123,241,301,297,1,0,0,0,0,0
JOR,Asia,Jordan,Asia,Western Asia,Elevations Less Than or Equal To 7m,Upper middle income,IBRD,Urban,123,241,311,274,1,0,0,0,0,0
JOR,Asia,Jordan,Asia,Western Asia,Elevations Less Than or Equal To 9m,Upper middle income,IBRD,Rural,196,384,479,472,1,0,0,0,0,0
JOR,Asia,Jordan,Asia,Western Asia,Elevations Less Than or Equal To 9m,Upper middle income,IBRD,Urban,334,656,846,728,2,0,0,0,0,0
JOR,Asia,Jordan,Asia,Western Asia,Total National Population,Upper middle income,IBRD,Rural,1339709,1955403,2438123,4969870,86229,41,39,39,38,96
JOR,Asia,Jordan,Asia,Western Asia,Total National Population,Upper middle income,IBRD,Urban,1914296,3016441,3892046,7988973,3384,59,61,61,62,4
JPN,Asia,Japan,Asia,Eastern Asia,Elevations > 20m or Non-Contiguous,High income: OECD,Not Defined,Rural,24385831,23840458,20221874,16361923,251573,20,19,16,16,68
JPN,Asia,Japan,Asia,Eastern Asia,Elevations > 20m or Non-Contiguous,High income: OECD,Not Defined,Urban,58662100,61347968,63408958,48868744,82818,47,48,50,49,22
JPN,Asia,Japan,Asia,Eastern Asia,Elevations Less Than or Equal To 10m ,High income: OECD,Not Defined,Rural,1525115,1532882,1300216,1196151,5570,1,1,1,1,2
JPN,Asia,Japan,Asia,Eastern Asia,Elevations Less Than or Equal To 10m ,High income: OECD,Not Defined,Urban,26224358,27033584,27941780,21946250,16836,21,21,22,22,5
JPN,Asia,Japan,Asia,Eastern Asia,Elevations Less Than or Equal To 12m ,High income: OECD,Not Defined,Rural,1643168,1648659,1398420,1280924,6271,1,1,1,1,2
JPN,Asia,Japan,Asia,Eastern Asia,Elevations Less Than or Equal To 12m ,High income: OECD,Not Defined,Urban,29377242,30319868,31338467,24633336,19039,24,24,25,25,5
JPN,Asia,Japan,Asia,Eastern Asia,Elevations Less Than or Equal To 1m,High income: OECD,Not Defined,Rural,465121,466376,395588,368492,1349,0,0,0,0,0
JPN,Asia,Japan,Asia,Eastern Asia,Elevations Less Than or Equal To 1m,High income: OECD,Not Defined,Urban,3566455,3646194,3768688,2872725,2902,3,3,3,3,1
JPN,Asia,Japan,Asia,Eastern Asia,Elevations Less Than or Equal To 20m ,High income: OECD,Not Defined,Rural,2082635,2076990,1761738,1597958,9077,2,2,1,2,2
JPN,Asia,Japan,Asia,Eastern Asia,Elevations Less Than or Equal To 20m ,High income: OECD,Not Defined,Urban,38406836,39768644,41104675,32415746,25860,31,31,32,33,7
JPN,Asia,Japan,Asia,Eastern Asia,Elevations Less Than or Equal To 3m,High income: OECD,Not Defined,Rural,752680,757373,642417,598864,2382,1,1,1,1,1
JPN,Asia,Japan,Asia,Eastern Asia,Elevations Less Than or Equal To 3m,High income: OECD,Not Defined,Urban,7732177,7910233,8175978,6373799,5731,6,6,6,6,2
JPN,Asia,Japan,Asia,Eastern Asia,Elevations Less Than or Equal To 5m,High income: OECD,Not Defined,Rural,1051701,1060873,899850,836485,3464,1,1,1,1,1
JPN,Asia,Japan,Asia,Eastern Asia,Elevations Less Than or Equal To 5m,High income: OECD,Not Defined,Urban,14265104,14607105,15097832,11868454,9225,12,11,12,12,2
JPN,Asia,Japan,Asia,Eastern Asia,Elevations Less Than or Equal To 7m,High income: OECD,Not Defined,Rural,1286239,1295958,1099253,1018341,4374,1,1,1,1,1
JPN,Asia,Japan,Asia,Eastern Asia,Elevations Less Than or Equal To 7m,High income: OECD,Not Defined,Urban,20155780,20715886,21411838,16831016,12737,16,16,17,17,3
JPN,Asia,Japan,Asia,Eastern Asia,Elevations Less Than or Equal To 9m,High income: OECD,Not Defined,Rural,1456901,1465713,1243243,1146230,5190,1,1,1,1,1
JPN,Asia,Japan,Asia,Eastern Asia,Elevations Less Than or Equal To 9m,High income: OECD,Not Defined,Urban,24488414,25222074,26069412,20474322,15638,20,20,21,21,4
JPN,Asia,Japan,Asia,Eastern Asia,Total National Population,High income: OECD,Not Defined,Rural,26468467,25917448,21983612,17959882,260650,21,20,17,18,71
JPN,Asia,Japan,Asia,Eastern Asia,Total National Population,High income: OECD,Not Defined,Urban,97068936,101116608,104513629,81284488,108678,79,80,83,82,29
KEN,Africa,Kenya,Africa,Eastern Africa,Elevations > 20m or Non-Contiguous,Low income,IDA,Rural,18965643,24452890,32884966,42165376,570165,81,80,79,82,98
KEN,Africa,Kenya,Africa,Eastern Africa,Elevations > 20m or Non-Contiguous,Low income,IDA,Urban,3947516,5541904,7772569,8287246,3996,17,18,19,16,1
KEN,Africa,Kenya,Africa,Eastern Africa,Elevations Less Than or Equal To 10m ,Low income,IDA,Rural,149790,201185,270559,188467,2872,1,1,1,0,0
KEN,Africa,Kenya,Africa,Eastern Africa,Elevations Less Than or Equal To 10m ,Low income,IDA,Urban,56399,75746,106234,74986,57,0,0,0,0,0
KEN,Africa,Kenya,Africa,Eastern Africa,Elevations Less Than or Equal To 12m ,Low income,IDA,Rural,183714,246748,331833,230115,3506,1,1,1,0,1
KEN,Africa,Kenya,Africa,Eastern Africa,Elevations Less Than or Equal To 12m ,Low income,IDA,Urban,80641,108305,151899,107678,78,0,0,0,0,0
KEN,Africa,Kenya,Africa,Eastern Africa,Elevations Less Than or Equal To 1m,Low income,IDA,Rural,17077,22936,30845,23461,81,0,0,0,0,0
KEN,Africa,Kenya,Africa,Eastern Africa,Elevations Less Than or Equal To 1m,Low income,IDA,Urban,5803,7793,10930,8466,4,0,0,0,0,0
KEN,Africa,Kenya,Africa,Eastern Africa,Elevations Less Than or Equal To 20m ,Low income,IDA,Rural,282725,379736,510680,355428,6169,1,1,1,1,1
KEN,Africa,Kenya,Africa,Eastern Africa,Elevations Less Than or Equal To 20m ,Low income,IDA,Urban,234394,314803,441513,328118,191,1,1,1,1,0
KEN,Africa,Kenya,Africa,Eastern Africa,Elevations Less Than or Equal To 3m,Low income,IDA,Rural,48308,64881,87254,62990,783,0,0,0,0,0
KEN,Africa,Kenya,Africa,Eastern Africa,Elevations Less Than or Equal To 3m,Low income,IDA,Urban,12406,16661,23368,17917,10,0,0,0,0,0
KEN,Africa,Kenya,Africa,Eastern Africa,Elevations Less Than or Equal To 5m,Low income,IDA,Rural,75231,101042,135884,96938,1381,0,0,0,0,0
KEN,Africa,Kenya,Africa,Eastern Africa,Elevations Less Than or Equal To 5m,Low income,IDA,Urban,18786,25230,35386,26987,17,0,0,0,0,0
KEN,Africa,Kenya,Africa,Eastern Africa,Elevations Less Than or Equal To 7m,Low income,IDA,Rural,104648,140553,189020,133379,1944,0,0,0,0,0
KEN,Africa,Kenya,Africa,Eastern Africa,Elevations Less Than or Equal To 7m,Low income,IDA,Urban,29466,39574,55503,40546,29,0,0,0,0,0
KEN,Africa,Kenya,Africa,Eastern Africa,Elevations Less Than or Equal To 9m,Low income,IDA,Rural,135628,182163,244978,171135,2575,1,1,1,0,0
KEN,Africa,Kenya,Africa,Eastern Africa,Elevations Less Than or Equal To 9m,Low income,IDA,Urban,45466,61063,85641,60964,47,0,0,0,0,0
KEN,Africa,Kenya,Africa,Eastern Africa,Total National Population,Low income,IDA,Rural,19248367,24832626,33395646,42520804,576334,82,81,80,83,99
KEN,Africa,Kenya,Africa,Eastern Africa,Total National Population,Low income,IDA,Urban,4181909,5856707,8214082,8615363,4188,18,19,20,17,1
KHM,Asia,Cambodia,Asia,South-Eastern Asia,Elevations > 20m or Non-Contiguous,Low income,IDA,Rural,3110473,4050982,4536243,12655950,135040,32,32,32,34,76
KHM,Asia,Cambodia,Asia,South-Eastern Asia,Elevations > 20m or Non-Contiguous,Low income,IDA,Urban,210653,293443,333758,744712,421,2,2,2,2,0
KHM,Asia,Cambodia,Asia,South-Eastern Asia,Elevations Less Than or Equal To 10m ,Low income,IDA,Rural,2550132,3323134,3721207,9895639,19418,26,26,26,27,11
KHM,Asia,Cambodia,Asia,South-Eastern Asia,Elevations Less Than or Equal To 10m ,Low income,IDA,Urban,218282,294018,334412,1072204,249,2,2,2,3,0
KHM,Asia,Cambodia,Asia,South-Eastern Asia,Elevations Less Than or Equal To 12m ,Low income,IDA,Rural,3380800,4400137,4927222,12867142,27045,35,35,34,35,15
KHM,Asia,Cambodia,Asia,South-Eastern Asia,Elevations Less Than or Equal To 12m ,Low income,IDA,Urban,404915,545410,620341,1693973,376,4,4,4,5,0
KHM,Asia,Cambodia,Asia,South-Eastern Asia,Elevations Less Than or Equal To 1m,Low income,IDA,Rural,5474,6744,7552,21964,101,0,0,0,0,0
KHM,Asia,Cambodia,Asia,South-Eastern Asia,Elevations Less Than or Equal To 1m,Low income,IDA,Urban,2358,3261,3709,15533,5,0,0,0,0,0
KHM,Asia,Cambodia,Asia,South-Eastern Asia,Elevations Less Than or Equal To 20m ,Low income,IDA,Rural,5193200,6750864,7559539,19069200,41258,53,53,53,52,23
KHM,Asia,Cambodia,Asia,South-Eastern Asia,Elevations Less Than or Equal To 20m ,Low income,IDA,Urban,1223566,1649084,1875643,4369046,732,13,13,13,12,0
KHM,Asia,Cambodia,Asia,South-Eastern Asia,Elevations Less Than or Equal To 3m,Low income,IDA,Rural,182275,235869,264124,660168,1618,2,2,2,2,1
KHM,Asia,Cambodia,Asia,South-Eastern Asia,Elevations Less Than or Equal To 3m,Low income,IDA,Urban,26501,37122,42222,184480,53,0,0,0,1,0
KHM,Asia,Cambodia,Asia,South-Eastern Asia,Elevations Less Than or Equal To 5m,Low income,IDA,Rural,641212,834954,934972,2457436,4671,7,7,7,7,3
KHM,Asia,Cambodia,Asia,South-Eastern Asia,Elevations Less Than or Equal To 5m,Low income,IDA,Urban,58654,81843,93087,416055,112,1,1,1,1,0
KHM,Asia,Cambodia,Asia,South-Eastern Asia,Elevations Less Than or Equal To 7m,Low income,IDA,Rural,1444691,1882748,2108280,5677319,9794,15,15,15,15,6
KHM,Asia,Cambodia,Asia,South-Eastern Asia,Elevations Less Than or Equal To 7m,Low income,IDA,Urban,108635,149071,169551,648314,159,1,1,1,2,0
KHM,Asia,Cambodia,Asia,South-Eastern Asia,Elevations Less Than or Equal To 9m,Low income,IDA,Rural,2181548,2843247,3183835,8531481,15477,22,22,22,23,9
KHM,Asia,Cambodia,Asia,South-Eastern Asia,Elevations Less Than or Equal To 9m,Low income,IDA,Urban,188451,254574,289549,958131,219,2,2,2,3,0
KHM,Asia,Cambodia,Asia,South-Eastern Asia,Total National Population,Low income,IDA,Rural,8303673,10801846,12095782,31725150,176298,85,85,85,86,99
KHM,Asia,Cambodia,Asia,South-Eastern Asia,Total National Population,Low income,IDA,Urban,1434219,1942527,2209401,5113758,1152,15,15,15,14,1
KIR,Australia,Kiribati,Oceania,Micronesia,Elevations > 20m or Non-Contiguous,Lower middle income,IDA,Rural,702,871,1129,786,14,1,1,1,2,1
KIR,Australia,Kiribati,Oceania,Micronesia,Elevations > 20m or Non-Contiguous,Lower middle income,IDA,Urban,0,0,0,0,0,0,0,0,0,0
KIR,Australia,Kiribati,Oceania,Micronesia,Elevations Less Than or Equal To 10m ,Lower middle income,IDA,Rural,37089,45561,59057,24843,832,59,58,58,60,84
KIR,Australia,Kiribati,Oceania,Micronesia,Elevations Less Than or Equal To 10m ,Lower middle income,IDA,Urban,3462,5229,6824,2612,3,6,7,7,6,0
KIR,Australia,Kiribati,Oceania,Micronesia,Elevations Less Than or Equal To 12m ,Lower middle income,IDA,Rural,49502,61144,79256,32733,906,79,78,78,79,92
KIR,Australia,Kiribati,Oceania,Micronesia,Elevations Less Than or Equal To 12m ,Lower middle income,IDA,Urban,4163,6287,8205,3140,4,7,8,8,8,0
KIR,Australia,Kiribati,Oceania,Micronesia,Elevations Less Than or Equal To 1m,Lower middle income,IDA,Rural,4737,5573,7224,3165,146,8,7,7,8,15
KIR,Australia,Kiribati,Oceania,Micronesia,Elevations Less Than or Equal To 1m,Lower middle income,IDA,Urban,274,414,540,207,0,0,1,1,0,0
KIR,Australia,Kiribati,Oceania,Micronesia,Elevations Less Than or Equal To 20m ,Lower middle income,IDA,Rural,57347,70558,91459,37605,971,92,91,90,90,98
KIR,Australia,Kiribati,Oceania,Micronesia,Elevations Less Than or Equal To 20m ,Lower middle income,IDA,Urban,4315,6517,8505,3255,4,7,8,8,8,0
KIR,Australia,Kiribati,Oceania,Micronesia,Elevations Less Than or Equal To 3m,Lower middle income,IDA,Rural,6721,7946,10299,4928,339,11,10,10,12,34
KIR,Australia,Kiribati,Oceania,Micronesia,Elevations Less Than or Equal To 3m,Lower middle income,IDA,Urban,305,460,600,230,0,0,1,1,1,0
KIR,Australia,Kiribati,Oceania,Micronesia,Elevations Less Than or Equal To 5m,Lower middle income,IDA,Rural,11984,14684,19034,8845,539,19,19,19,21,55
KIR,Australia,Kiribati,Oceania,Micronesia,Elevations Less Than or Equal To 5m,Lower middle income,IDA,Urban,894,1350,1761,674,1,1,2,2,2,0
KIR,Australia,Kiribati,Oceania,Micronesia,Elevations Less Than or Equal To 7m,Lower middle income,IDA,Rural,19237,23895,30973,13733,670,31,31,31,33,68
KIR,Australia,Kiribati,Oceania,Micronesia,Elevations Less Than or Equal To 7m,Lower middle income,IDA,Urban,1899,2868,3742,1432,2,3,4,4,3,0
KIR,Australia,Kiribati,Oceania,Micronesia,Elevations Less Than or Equal To 9m,Lower middle income,IDA,Rural,30157,37102,48092,20540,779,48,48,48,49,79
KIR,Australia,Kiribati,Oceania,Micronesia,Elevations Less Than or Equal To 9m,Lower middle income,IDA,Urban,2995,4524,5904,2259,3,5,6,6,5,0
KIR,Australia,Kiribati,Oceania,Micronesia,Total National Population,Lower middle income,IDA,Rural,58049,71429,92588,38391,985,93,92,92,92,100
KIR,Australia,Kiribati,Oceania,Micronesia,Total National Population,Lower middle income,IDA,Urban,4315,6517,8505,3255,4,7,8,8,8,0
KNA,North America,Saint Kitts and Nevis,Americas,Caribbean,Elevations > 20m or Non-Contiguous,Upper middle income,IBRD,Rural,3460,3431,4531,4046,24,9,8,9,8,9
KNA,North America,Saint Kitts and Nevis,Americas,Caribbean,Elevations > 20m or Non-Contiguous,Upper middle income,IBRD,Urban,32540,32349,42400,38149,211,80,80,80,80,79
KNA,North America,Saint Kitts and Nevis,Americas,Caribbean,Elevations Less Than or Equal To 10m ,Upper middle income,IBRD,Rural,1226,1215,1605,1433,9,3,3,3,3,3
